
                                              MFCS/win                    Report printed:                2024-10-26 19:13:34
                                             Batch Report                                              Pacific Standard Time



 Batch Name:                Biostat2L_21_R2                     Batch created:            2024-10-21 09:21:05

 Experiment Start:          2024-10-21 09:21:05                 Experiment Stop:          2024-10-25 11:47:26

 Started by:                WE42591\BIOSTAT                     Finished by:              WE42591\BIOSTAT



 Raw                                                  PO2_A
                                                    %Sat
  Data
                                                      Value


 Date    /  Time                Age

21-10-2024 09:21:06             0.000                  70.4

21-10-2024 09:21:21             0.004                  67.7
21-10-2024 09:21:36             0.009                  64.7
21-10-2024 09:21:51             0.013                  56.9

21-10-2024 09:22:06             0.017                  45.0
21-10-2024 09:22:21             0.021                  35.4
21-10-2024 09:22:36             0.025                  32.1

21-10-2024 09:23:06             0.034                  32.6
21-10-2024 09:23:21             0.038                  36.2

21-10-2024 09:23:36             0.042                  39.9
21-10-2024 09:23:51             0.046                  43.6
21-10-2024 09:24:06             0.050                  46.7

21-10-2024 09:24:21             0.054                  49.2
21-10-2024 09:24:36             0.059                  51.8

21-10-2024 09:24:51             0.063                  53.7
21-10-2024 09:25:06             0.067                  54.8
21-10-2024 09:25:21             0.071                  55.8

21-10-2024 09:25:36             0.075                  56.9
21-10-2024 09:25:51             0.079                  57.9

21-10-2024 09:26:06             0.084                  58.7
21-10-2024 09:26:21             0.088                  59.4
21-10-2024 09:26:36             0.092                  60.2

21-10-2024 09:26:51             0.096                  61.0
21-10-2024 09:27:06             0.100                  61.7
21-10-2024 09:27:21             0.104                  62.2

21-10-2024 09:27:51             0.113                  62.9
21-10-2024 09:28:06             0.117                  63.3

21-10-2024 09:28:36             0.125                  63.9
21-10-2024 09:28:51             0.129                  64.4
21-10-2024 09:29:21             0.138                  65.1

21-10-2024 09:29:36             0.142                  65.5
21-10-2024 09:32:51             0.196                  66.5

21-10-2024 09:33:06             0.200                  66.6
21-10-2024 09:46:21             0.421                  65.6
21-10-2024 09:46:36             0.425                  65.6

21-10-2024 09:50:06             0.484                  64.6


21-10-2024 09:50:21             0.488                  64.5
21-10-2024 09:51:06             0.500                  64.6

21-10-2024 09:55:06             0.567                  63.7
21-10-2024 09:55:21             0.571                  63.6
21-10-2024 09:58:36             0.625                  62.6

21-10-2024 09:58:51             0.629                  62.5
21-10-2024 10:03:07             0.701                  61.6

21-10-2024 10:03:22             0.705                  61.5
21-10-2024 10:05:22             0.738                  60.6
21-10-2024 10:05:37             0.742                  60.4

21-10-2024 10:07:53             0.780                  59.4
21-10-2024 10:08:08             0.784                  59.3

21-10-2024 10:12:23             0.855                  58.4
21-10-2024 10:12:38             0.859                  58.1
21-10-2024 10:15:38             0.909                  57.2
