BatchId;PDatTime;ProcessTime;ACIDSUB;ACIDSUB;ACIDSUB;ACIDSUB;ACIDT;AFOAMT;AIRSP;AIRSP;AIRSP;AIRSP;BASESUB;BASESUB;BASESUB;BASESUB;BASET;Count;EXT_A;EXT_B;EXT_C;EXT_D;EXT_E;EXT_F;JTEMP;JTEMP;JTEMP;JTEMP;O2SP;O2SP;O2SP;O2SP;pH;pH;pH;pH;pH_A;pO2;pO2;pO2;pO2;pO2_A;STIRR;STIRR;STIRR;STIRR;SUBS_A;SUBS_A;SUBS_A;SUBS_A;SUBS_B;SUBS_B;SUBS_B;SUBS_B;SUBST_A;SUBST_B;TEMP;TEMP;TEMP;TEMP;VWEIGHT;VWEIGHT;VWEIGHT;VWEIGHT
;;Value;Output;Mode;Setpoint;Value;Value;Value;Mode;Value;Output;Setpoint;Output;Setpoint;Value;Mode;Value;Value;Value;Value;Value;Value;Value;Value;Setpoint;Value;Mode;Output;Output;Mode;Setpoint;Value;Value;Setpoint;Mode;Output;Value;Mode;Setpoint;Value;Output;Value;Setpoint;Value;Output;Mode;Mode;Output;Setpoint;Value;Value;Output;Mode;Setpoint;Value;Value;Mode;Setpoint;Value;Output;Mode;Output;Value;Setpoint
;;hours;%;;%;%;ml;ml;;lpm;%;lpm;%;%;%;;ml;s;%;%;%;%;%;%;°C;°C;;%;%;;lpm;lpm;pH;pH;;%;pH;;%sat;%sat;%;%sat;rpm;rpm;%;;;%;%;%;%;%;;%;ml;ml;;°C;°C;%;;%;kg;kg

Biostat2L_81_r2;2026-09-08 12:35:22;0.00105;;0;;;;;2;;;;;;;0;;;;;;;;;;;2;;;0;;;;;0;;;1;;;;;;;;2;0;;;;;;0;;;;1;;;;0;;;
Biostat2L_81_r2;2026-09-08 12:35:42;0.00661666666666667;;;;;;;;;;;;;;;;;;;;;;;;;;-3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r2;2026-09-08 12:35:47;0.00800833333333333;;;;;;;;;;;;;;;;;;;;;;;;;;-2.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r2;2026-09-08 12:36:27;0.0191361111111111;;;;;;;;;;;;;;;;;;;;;;;;;;-1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r2;2026-09-08 12:36:32;0.020525;;;;;;;;;;;;;;;;;;;;;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r2;2026-09-08 12:36:47;0.0246972222222222;;;;;;;;;;;;;;;;;;;;;;;;;;1.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r2;2026-09-08 12:36:52;0.0260888888888889;;;;;;;;;;;;;;;;;;;;;;;;;;2.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r2;2026-09-08 12:37:22;0.0344333333333333;;;;;;;;;;;;;;;;;;;;;;;;;;3.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r2;2026-09-08 12:37:27;0.035825;;;;;;;;;;;;;;;;;;;;;;;;;;4.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r2;2026-09-08 12:40:53;0.0928611111111111;;;;;;;;;;;;;;;;;;;;;;;;;;2.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r2;2026-09-08 12:40:58;0.0942555555555556;;;;;;;;;;;;;;;;;;;;;;;;;;2.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r2;2026-09-08 12:41:58;0.110944444444444;;;;;;;;;;;;;;;;;;;;;;;;;;0.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r2;2026-09-08 12:42:03;0.112336111111111;;;;;;;;;;;;;;;;;;;;;;;;;;-0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r2;2026-09-08 12:45:13;0.165211111111111;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r2;2026-09-08 12:45:18;0.166602777777778;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r2;2026-09-08 12:46:23;0.184686111111111;;;;;;;;;;;;;;;;;;;;;;;;;;1.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r2;2026-09-08 12:46:28;0.186077777777778;;;;;;;;;;;;;;;;;;;;;;;;;;2.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r2;2026-09-08 12:51:39;0.272344444444444;;;;;;;;;;;;;;;;;;;;;;;;;;0.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r2;2026-09-08 12:51:44;0.273736111111111;;;;;;;;;;;;;;;;;;;;;;;;;;0.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r2;2026-09-08 13:35:23;1.00135555555556;;0;;;;;2;;;;;;;2;;;;;;;;;;;2;;;0;;;;;1;;;1;;;;;;;;2;0;;;;;;0;;;;1;;;;0;;;
Biostat2L_81_r2;2026-09-08 14:18:47;1.72475277777778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.91;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r2;2026-09-08 14:18:52;1.72614166666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.11;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r2;2026-09-08 14:35:19;2.00020555555556;;0;;;;;2;;;;;;;2;;;;;;;;;;;2;;;0;;;;;1;;;1;;;;;;;;2;0;;;;;;0;;;;1;;;;0;;;
Biostat2L_81_r2;2026-09-08 15:35:20;3.00051111111111;;0;;;;;2;;;;;;;2;;;;;;;;;;;2;;;0;;;;;1;;;1;;;;;;;;2;0;;;;;;0;;;;1;;;;0;;;
Biostat2L_81_r2;2026-09-08 15:45:41;3.17301388888889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.02;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r2;2026-09-08 15:45:46;3.17440833333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.11;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r2;2026-09-08 16:09:38;3.572225;;;;;;;;;12.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r2;2026-09-08 16:09:43;3.57361666666667;;;;;;;;;12.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r2;2026-09-08 16:15:04;3.66266388888889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.1;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r2;2026-09-08 16:15:09;3.66405555555556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.14;;;;;;;;;;;;;;;;;;;;;;;
