BatchId;PDatTime;ProcessTime;ACIDSUB;ACIDSUB;ACIDSUB;ACIDSUB;ACIDT;AFOAMT;AIRSP;AIRSP;AIRSP;AIRSP;BASESUB;BASESUB;BASESUB;BASESUB;BASET;Count;EXT_A;EXT_B;EXT_C;EXT_D;EXT_E;EXT_F;JTEMP;JTEMP;JTEMP;JTEMP;O2SP;O2SP;O2SP;O2SP;pH;pH;pH;pH;pH_A;pO2;pO2;pO2;pO2;pO2_A;STIRR;STIRR;STIRR;STIRR;SUBS_A;SUBS_A;SUBS_A;SUBS_A;SUBS_B;SUBS_B;SUBS_B;SUBS_B;SUBST_A;SUBST_B;TEMP;TEMP;TEMP;TEMP;VWEIGHT;VWEIGHT;VWEIGHT;VWEIGHT
;;Value;Mode;Setpoint;Value;Output;Value;Value;Mode;Output;Value;Setpoint;Mode;Output;Value;Setpoint;Value;Value;Value;Value;Value;Value;Value;Value;Mode;Output;Setpoint;Value;Value;Output;Setpoint;Mode;Setpoint;Value;Mode;Output;Value;Setpoint;Value;Mode;Output;Value;Output;Value;Mode;Setpoint;Output;Setpoint;Mode;Value;Mode;Value;Output;Setpoint;Value;Value;Mode;Output;Setpoint;Value;Value;Output;Setpoint;Mode
;;hours;;%;%;%;ml;ml;;%;lpm;lpm;;%;%;%;ml;s;%;%;%;%;%;%;;%;°C;°C;lpm;%;lpm;;pH;pH;;%;pH;%sat;%sat;;%;%sat;%;rpm;;rpm;%;%;;%;;%;%;%;ml;ml;;%;°C;°C;kg;%;kg;

Biostat2L_80_r3;2026-09-01 11:50:00;0.000291666666666667;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_80_r3;2026-09-01 11:50:00;0.000294444444444444;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_80_r3;2026-09-01 11:50:01;0.000572222222222222;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_80_r3;2026-09-01 11:50:01;0.0007;0;0;0;0;0;0;2;8.33;0.2496;0.2499;0;0;0;0;0;;0;0;0;0;0;0;2;14.16;30.78;29.925;0;0;0.9999;0;2;5.558;0;50;7;25;45.34;1;0;45.34;20;398.6;2;400;0;1.56;0;0;0;0;0;90;0;0;1;20.52;28.005;27.585;14.904;0;0;0
Biostat2L_80_r3;2026-09-01 11:50:02;0.000861111111111111;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_80_r3;2026-09-01 11:50:03;0.00113611111111111;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_80_r3;2026-09-01 11:50:04;0.00141944444444444;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_80_r3;2026-09-01 11:50:05;0.00169166666666667;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_80_r3;2026-09-01 11:50:06;0.00197222222222222;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_80_r3;2026-09-01 11:50:06;0.00208888888888889;;;;;;;;;;;;;;;;;;;;;;;;9.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_80_r3;2026-09-01 11:50:07;0.00225;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
