
                                              MFCS/win                    Report printed:                2024-10-26 19:12:24
                                             Batch Report                                              Pacific Standard Time



 Batch Name:                Biostat2L_21_R1                     Batch created:            2024-10-21 09:20:54

 Experiment Start:          2024-10-21 09:20:54                 Experiment Stop:          2024-10-25 11:47:18

 Started by:                WE42591\BIOSTAT                     Finished by:              WE42591\BIOSTAT



 Raw                                                  PO2_A
                                                    %Sat
  Data
                                                      Value


 Date    /  Time                Age

21-10-2024 09:20:55             0.000                  60.4

21-10-2024 09:21:10             0.004                  58.8
21-10-2024 09:21:25             0.009                  57.3
21-10-2024 09:21:40             0.013                  42.2

21-10-2024 09:21:55             0.017                  35.7
21-10-2024 09:22:10             0.021                  31.6
21-10-2024 09:22:25             0.025                  27.6

21-10-2024 09:22:40             0.029                  26.8
21-10-2024 09:22:55             0.034                  29.1

21-10-2024 09:23:10             0.038                  32.9
21-10-2024 09:23:25             0.042                  37.0
21-10-2024 09:23:40             0.046                  41.0

21-10-2024 09:23:55             0.050                  44.8
21-10-2024 09:24:10             0.054                  47.8

21-10-2024 09:24:25             0.059                  50.1
21-10-2024 09:24:40             0.063                  52.3
21-10-2024 09:24:55             0.067                  54.3

21-10-2024 09:25:10             0.071                  55.9
21-10-2024 09:25:25             0.075                  57.4

21-10-2024 09:25:40             0.079                  58.4
21-10-2024 09:25:55             0.084                  59.0
21-10-2024 09:26:10             0.088                  59.5

21-10-2024 09:26:55             0.100                  60.4
21-10-2024 09:27:10             0.104                  60.7
21-10-2024 09:29:25             0.142                  61.7

21-10-2024 09:29:40             0.146                  61.7
21-10-2024 09:34:10             0.221                  60.8

21-10-2024 09:34:25             0.225                  60.7
21-10-2024 09:35:25             0.242                  59.8
21-10-2024 09:35:40             0.246                  59.3

21-10-2024 09:38:10             0.288                  58.4
21-10-2024 09:38:25             0.292                  58.3

21-10-2024 09:39:10             0.304                  57.6
21-10-2024 09:39:26             0.309                  57.3
21-10-2024 09:40:26             0.326                  56.4

21-10-2024 09:40:41             0.330                  56.2


21-10-2024 09:43:12             0.372                  55.2
21-10-2024 09:43:27             0.376                  55.1

21-10-2024 09:45:42             0.413                  54.3
21-10-2024 09:45:57             0.417                  54.0
21-10-2024 09:47:57             0.451                  53.1

21-10-2024 09:48:12             0.455                  52.9
21-10-2024 09:50:27             0.492                  52.0

21-10-2024 09:50:42             0.497                  51.9
21-10-2024 09:50:55             0.500                  51.8
21-10-2024 09:53:12             0.538                  50.8

21-10-2024 09:53:27             0.542                  50.7
21-10-2024 09:56:57             0.601                  49.8

21-10-2024 09:57:12             0.605                  49.7
21-10-2024 09:59:57             0.651                  49.0
21-10-2024 10:00:12             0.655                  48.6
